"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Обходим ошибку с цикличным редиректом (ERR_TOO_MANY_RETRIES) при CDP. Сразу переходим по ссылке со встроенными данными учетной записи (embedded credentials).","0","Пользователь не будет авторизован через 'Basic Auth' с некорректной учетной записью","","2026-07-09","skipped","2026-07-09","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanPassBasicAuthByEmbeddedCredentialsUrl"
"","0","Пользователь может посмотреть варианты A/B.","","2026-07-09","skipped","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","someFunVariationOfABTestsCanBeDirectlyOpened"
"","410","Навигация по разделам главной страницы Переход по ссылке: ""JavaScript Alerts"" → ожидаемый endpoint: ""/javascript_alerts""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"В тесте изменяется состояние сразу всех чек-боксов на странице","479","Проверка на изменение состояния всех чек-боксов на странице","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkAllCheckboxesStateCanBeChanged"
"","478","Страница Add/Remove Elements содержит кнопку и корректный заголовок","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Add/Remove Elements'","tests.AddRemoveElementsTests","pageShouldHaveCorrectStructure"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","447","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Home"" → ожидаем endpoint: ""/"" → и заголовок: ""Welcome to the-internet""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","534","Навигация по разделам главной страницы Переход по ссылке: ""Form Authentication"" → ожидаемый endpoint: ""/login""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного изображения. Т.к. у сломанного изображения 'naturalWidth' и 'naturalHeight' будут 0.","281","Изображение сломано (broken), но отображается на странице. Файл hjkl.jpg.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsBroken"
"","375","Навигация по разделам главной страницы Переход по ссылке: ""JavaScript onload event error"" → ожидаемый endpoint: ""/javascript_error""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","420","Навигация по разделам главной страницы Переход по ссылке: ""Key Presses"" → ожидаемый endpoint: ""/key_presses""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1731","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","disappearingElementsPageShouldBeValid"
"","454","Навигация по разделам главной страницы Переход по ссылке: ""Shadow DOM"" → ожидаемый endpoint: ""/shadowdom""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","416","Навигация по разделам главной страницы Переход по ссылке: ""Horizontal Slider"" → ожидаемый endpoint: ""/horizontal_slider""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","3766","Текстовое поле может быть включено по кнопке","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","inputFieldCanBeEnabled"
" Тест задумывался как более быстрая альтернатива основному тесту покрывающему бизнес проверки The-internet-herokuapp.com.
 Реализация теста включала:
     1. Проверка разделов только по названию на главной странице (без навигации внутрь).
     2. Проверка UI-состояния ссылок (visible, enabled, clickable) вместо перехода по URL и проверки эндпоинтов.
 Результат: Экономия в 20 секунд не релевантна отностительно проверок основного теста. 
 ","0","Навигация по разделам главной страницы","","2026-07-09","skipped","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","allExamplesLinkOnHomePageIsEnabledAndVisibles"
"","598","Навигация по разделам главной страницы Переход по ссылке: ""Nested Frames"" → ожидаемый endpoint: ""/nested_frames""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Чек-бокс может быть добавлен на страницу после удаления и без перезагрузки страницы","","2026-07-09","skipped","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeAddedAfterRemoving"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","398","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Contact Us"" → ожидаем endpoint: ""/contact-us/"" → и заголовок: ""Not Found""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","241","Пользователь может посмотреть варианты A/B. Раздел /abtest_manual открыт и содержит заголовок A/B Test Manual.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageCanBeDirectlyOpened"
"","412","Навигация по разделам главной страницы Переход по ссылке: ""Checkboxes"" → ожидаемый endpoint: ""/checkboxes""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","413","Навигация по разделам главной страницы Переход по ссылке: ""Hovers"" → ожидаемый endpoint: ""/hovers""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","426","Навигация по разделам главной страницы Переход по ссылке: ""Forgot Password"" → ожидаемый endpoint: ""/forgot_password""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1581","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesPageShouldBeValid"
"Проверки страницы 'Dynamic Content' ориентируются на изменение текста, а не изображений. Изображение при обновлении страницы может как измениться, так и остаться прежним. Поэтому при каждой проверке проверяется только отображение картинки у тестируемого row элемента.","448","Проверка динамической смены всех элементов страницы по умолчанию","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dynamic Content'","tests.DynamicContentTests","allPageElementShouldBeUpdatedWithoutStaticContentParameter"
"","246","Пользователь может посмотреть варианты A/B. Раздел //abtest открыт и содержит заголовок No A/B Test.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageCanBeDirectlyOpened"
"","400","Вызов контекстного меню и проверка уведомления","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Context Menu'","tests.ContextMenuTests","contextMenuCanBeCalledByArrowClick"
"","265","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Drag and Drop'","tests.DragAndDropTests","dragAndDropPageShouldBeValid"
"","518","Навигация по разделам главной страницы Переход по ссылке: ""Broken Images"" → ожидаемый endpoint: ""/broken_images""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","426","Навигация по разделам главной страницы Переход по ссылке: ""Frames"" → ожидаемый endpoint: ""/frames""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","519","Навигация по разделам главной страницы Переход по ссылке: ""Floating Menu"" → ожидаемый endpoint: ""/floating_menu""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","415","Навигация по разделам главной страницы Переход по ссылке: ""Geolocation"" → ожидаемый endpoint: ""/geolocation""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","416","Навигация по разделам главной страницы Переход по ссылке: ""Shifting Content"" → ожидаемый endpoint: ""/shifting_content""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"В тесте изменяется состояние только указанного в параметрах чек-боксах","297","Проверка изменения состояния чек-бокса. Меняем checkbox 1.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesCanBeFoundByNameAndChecked"
"В данном тесте используется стандартный для Selenide.actions метод clickAndHold.Проверка факта перестановки элементов осуществляется по тексту родительского элемента id=columns. Проверки работают с учётом изменения текста column-элементов на любой другой.Реализовано подробное описание порядка действия в Sub-Steps.В самом тесте дублирование шагов необходимо для демонстрации стабильности теста.","2808","Меняем порядок элементов перетаскиванием","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Drag and Drop'","tests.DragAndDropTests","columnsCanBeDraggedAndDropped"
"","450","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Controls"" → ожидаемый endpoint: ""/dynamic_controls""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"В рамках теста проверяется взаимодействие с ссылками <a href> в последней столбце/ячейки таблицы.
","518","Проверяем что пользователь может удалять или редактировать определенные строки таблицы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Challenging DOM'","tests.ChallengingDomTests","userEditAndDeleteRowsByItsIndex"
"","462","Навигация по разделам главной страницы Переход по ссылке: ""Disappearing Elements"" → ожидаемый endpoint: ""/disappearing_elements""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","409","Навигация по разделам главной страницы Переход по ссылке: ""Secure File Download"" → ожидаемый endpoint: ""/download_secure""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","403","Навигация по разделам главной страницы Переход по ссылке: ""Multiple Windows"" → ожидаемый endpoint: ""/windows""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","4065","Пользователь не будет авторизован через 'Basic Auth' с некорректной учетной записью","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanNotPassBasicAuthWithRegisteredCredentials"
"","329","Можно проставлять значения в поле чек-бокса (выбрать/снять выделение)","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeSelected"
"","408","Навигация по разделам главной страницы Переход по ссылке: ""Entry Ad"" → ожидаемый endpoint: ""/entry_ad""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","1","Навигация по разделам страницы 'Disappearing Elements'","","2026-07-09","skipped","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToTheGalleryPageByLinkFromDisappearingElementsPage"
"Проверки страницы 'Dynamic Content' ориентируются на изменение текста, а не изображений. Изображение при обновлении страницы может как измениться, так и остаться прежним. Поэтому при каждой проверке проверяется только отображение картинки у тестируемого row элемента.","893","Проверка динамической смены только одного элемента страницы при установке флага 'with_content = static'","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dynamic Content'","tests.DynamicContentTests","onlyOnePageElementShouldBeUpdatedWithStaticContentParameter"
"","263","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dropdown List'","tests.DropDownTests","dropdownPageShouldBeValid"
"","443","Проверка динамического отображения вариантов страницы со сбросом cookies","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsBothVariantsAreAvailableWhenClearingCookies"
"","406","Навигация по разделам главной страницы Переход по ссылке: ""Status Codes"" → ожидаемый endpoint: ""/status_codes""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Используем embedded credentials в basic auth так как невалидные учетные данные не кэшируются браузером при неудачной попытке (только в свежих версиях).","0","Пользователь увидит ошибку авторизации если закроет окно 'Basic auth'","","2026-07-09","skipped","2026-07-09","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanNotPassBasicAuthWithWrongCredentials"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного файла. Т.к. у валидного изображения 'naturalWidth' и 'naturalHeight' будут соответствовать исходным параметрам файла.","1590","Изображение отображается на странице и валидно. Файл img/avatar-blank.jpg.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsNonBroken"
"","435","Навигация по разделам главной страницы Переход по ссылке: ""Challenging DOM"" → ожидаемый endpoint: ""/challenging_dom""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","348","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dynamic Content'","tests.DynamicContentTests","dynamicContentPageShouldBeValid"
"","417","Навигация по разделам главной страницы Переход по ссылке: ""Digest Authentication"" → ожидаемый endpoint: ""/digest_auth""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","425","Навигация по разделам главной страницы Переход по ссылке: ""Add/Remove Elements"" → ожидаемый endpoint: ""/add_remove_elements/""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","487","Навигация по разделам главной страницы Переход по ссылке: ""Notification Messages"" → ожидаемый endpoint: ""/notification_message""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Пользователь может перейти по ссылке ""WYSIWYG Editor""","","2026-07-09","skipped","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnWYSIWYGEditorElementsLink"
"","460","Навигация по разделам главной страницы Переход по ссылке: ""File Download"" → ожидаемый endpoint: ""/download""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","946","Пользователь может добавлять и удалять элементы со страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Add/Remove Elements'","tests.AddRemoveElementsTests","userCanDeleteAddedElementsByClickOnDeleteButton"
"","1096","Проверяем что таблица не пустая и полностью заполнена.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Challenging DOM'","tests.ChallengingDomTests","tableElementsContainsData"
"","429","Навигация по разделам главной страницы Переход по ссылке: ""Redirect Link"" → ожидаемый endpoint: ""/redirector""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","410","Навигация по разделам главной страницы Переход по ссылке: ""Basic Auth"" → ожидаемый endpoint: ""/basic_auth""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","346","Проверка элементов страницы Dynamic Controls","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","dynamicControlsPageShouldBeValid"
"","418","Навигация по разделам главной страницы Переход по ссылке: ""Slow Resources"" → ожидаемый endpoint: ""/slow""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Текстовое поле может быть включено после выключения","","2026-07-09","skipped","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","inputFieldCanBeDisabledAgain"
