"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Пользователь может перейти по ссылке ""WYSIWYG Editor""","","2026-07-09","skipped","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnWYSIWYGEditorElementsLink"
"","454","Навигация по разделам главной страницы Переход по ссылке: ""Notification Messages"" → ожидаемый endpoint: ""/notification_message""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","560","Навигация по разделам главной страницы Переход по ссылке: ""JQuery UI Menus"" → ожидаемый endpoint: ""/jqueryui/menu""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
" Тест задумывался как более быстрая альтернатива основному тесту покрывающему бизнес проверки The-internet-herokuapp.com.
 Реализация теста включала:
     1. Проверка разделов только по названию на главной странице (без навигации внутрь).
     2. Проверка UI-состояния ссылок (visible, enabled, clickable) вместо перехода по URL и проверки эндпоинтов.
 Результат: Экономия в 20 секунд не релевантна отностительно проверок основного теста. 
 ","0","Навигация по разделам главной страницы","","2026-07-09","skipped","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","allExamplesLinkOnHomePageIsEnabledAndVisibles"
"","390","Навигация по разделам главной страницы Переход по ссылке: ""Forgot Password"" → ожидаемый endpoint: ""/forgot_password""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","431","Навигация по разделам главной страницы Переход по ссылке: ""Infinite Scroll"" → ожидаемый endpoint: ""/infinite_scroll""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","375","Навигация по разделам главной страницы Переход по ссылке: ""Digest Authentication"" → ожидаемый endpoint: ""/digest_auth""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","383","Вызов контекстного меню и проверка уведомления","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Context Menu'","tests.ContextMenuTests","contextMenuCanBeCalledByArrowClick"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного изображения. Т.к. у сломанного изображения 'naturalWidth' и 'naturalHeight' будут 0.","276","Изображение сломано (broken), но отображается на странице. Файл asdf.jpg.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsBroken"
"","0","Текстовое поле может быть включено после выключения","","2026-07-09","skipped","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","inputFieldCanBeDisabledAgain"
"","883","Пользователь может авторизоваться через 'Digest Auth' с валидной учетной записью","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Digest Auth'","tests.DigestAuthorizationTests","userCanPassDigestAuth"
"","247","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Drag and Drop'","tests.DragAndDropTests","dragAndDropPageShouldBeValid"
"","378","Навигация по разделам главной страницы Переход по ссылке: ""Add/Remove Elements"" → ожидаемый endpoint: ""/add_remove_elements/""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1423","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Context Menu'","tests.ContextMenuTests","contextMenuPageShouldBeValid"
"","384","Навигация по разделам главной страницы Переход по ссылке: ""Horizontal Slider"" → ожидаемый endpoint: ""/horizontal_slider""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Пользователь может посмотреть варианты A/B.","","2026-07-09","skipped","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","someFunVariationOfABTestsCanBeDirectlyOpened"
"","1721","Проверка выбора элементов выпадающего меню","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dropdown List'","tests.DropDownTests","selectDropdownOptionsAndVerifySelected"
"Каждое нажатие клавиши страницы меняет текст самой клавиши и Canvas. Случайный текст проверять не имеет
смысла, поэтому проверяется Canvas. Текст Canvas определяем из текста элемента <script> .. </script>
страницы.
","808","Проверяем что нажатие клавиш меняет значение Canvas.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Challenging DOM'","tests.ChallengingDomTests","clickOnPageButtonsUpdatingCanvas"
"","1014","Проверяем что таблица не пустая и полностью заполнена.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Challenging DOM'","tests.ChallengingDomTests","tableElementsContainsData"
"","3678","Текстовое поле может быть включено по кнопке","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","inputFieldCanBeEnabled"
"","360","Навигация по разделам главной страницы Переход по ссылке: ""JavaScript onload event error"" → ожидаемый endpoint: ""/javascript_error""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","265","Пользователь может посмотреть варианты A/B. Раздел /abtest_cookies открыт и содержит заголовок A/B Test Cookies.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageCanBeDirectlyOpened"
"","485","Навигация по разделам главной страницы Переход по ссылке: ""Broken Images"" → ожидаемый endpoint: ""/broken_images""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного изображения. Т.к. у сломанного изображения 'naturalWidth' и 'naturalHeight' будут 0.","281","Изображение сломано (broken), но отображается на странице. Файл hjkl.jpg.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsBroken"
"","862","Пользователь может добавлять и удалять элементы со страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Add/Remove Elements'","tests.AddRemoveElementsTests","userCanDeleteAddedElementsByClickOnDeleteButton"
"","396","Навигация по разделам главной страницы Переход по ссылке: ""Redirect Link"" → ожидаемый endpoint: ""/redirector""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1566","Пользователь может добавлять элементы на страницу нажатием кнопки 'Add Element'","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Add/Remove Elements'","tests.AddRemoveElementsTests","userCanAddElementByClickOnAddElementsButton"
"","420","Навигация по разделам главной страницы Переход по ссылке: ""Disappearing Elements"" → ожидаемый endpoint: ""/disappearing_elements""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","229","Пользователь может посмотреть варианты A/B. Раздел /abtest_manual открыт и содержит заголовок A/B Test Manual.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageCanBeDirectlyOpened"
"","411","Страница Add/Remove Elements содержит кнопку и корректный заголовок","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Add/Remove Elements'","tests.AddRemoveElementsTests","pageShouldHaveCorrectStructure"
"","388","Навигация по разделам главной страницы Переход по ссылке: ""Status Codes"" → ожидаемый endpoint: ""/status_codes""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","360","Навигация по разделам главной страницы Переход по ссылке: ""Secure File Download"" → ожидаемый endpoint: ""/download_secure""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","721","Проверка динамического отображения вариантов страницы со сбросом cookies","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsBothVariantsAreAvailableWhenClearingCookies"
"","1452","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesPageShouldBeValid"
"","362","Валидация элементов страницы Broken images","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","brokenImagePageValidAndContainsImages"
"","22044","Текущая страница является одним из допустимых А/В вариантов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","pageShouldBeValidABVariant"
"","486","Навигация по разделам главной страницы Переход по ссылке: ""File Upload"" → ожидаемый endpoint: ""/upload""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","430","Навигация по разделам главной страницы Переход по ссылке: ""Exit Intent"" → ожидаемый endpoint: ""/exit_intent""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверки страницы 'Dynamic Content' ориентируются на изменение текста, а не изображений. Изображение при обновлении страницы может как измениться, так и остаться прежним. Поэтому при каждой проверке проверяется только отображение картинки у тестируемого row элемента.","705","Проверка динамической смены только одного элемента страницы при установке флага 'with_content = static'","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dynamic Content'","tests.DynamicContentTests","onlyOnePageElementShouldBeUpdatedWithStaticContentParameter"
"","383","Навигация по разделам главной страницы Переход по ссылке: ""Shifting Content"" → ожидаемый endpoint: ""/shifting_content""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"В тесте изменяется состояние сразу всех чек-боксов на странице","463","Проверка на изменение состояния всех чек-боксов на странице","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkAllCheckboxesStateCanBeChanged"
"","394","Навигация по разделам главной страницы Переход по ссылке: ""Typos"" → ожидаемый endpoint: ""/typos""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","417","Навигация по разделам главной страницы Переход по ссылке: ""Challenging DOM"" → ожидаемый endpoint: ""/challenging_dom""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"В тесте изменяется состояние только указанного в параметрах чек-боксах","282","Проверка изменения состояния чек-бокса. Меняем checkbox 2.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesCanBeFoundByNameAndChecked"
"","3582","Пользователь не будет авторизован через 'Basic Auth' с некорректной учетной записью","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanNotPassBasicAuthWithRegisteredCredentials"
"","2650","Пользователь не будет авторизован через 'Digest Auth' с некорректной учетной записью","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Digest Auth'","tests.DigestAuthorizationTests","userCanNotPassDigestAuthWithWrongCredentials"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","349","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Contact Us"" → ожидаем endpoint: ""/contact-us/"" → и заголовок: ""Not Found""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","381","Навигация по разделам главной страницы Переход по ссылке: ""Dropdown"" → ожидаемый endpoint: ""/dropdown""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","299","Можно проставлять значения в поле чек-бокса (выбрать/снять выделение)","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeSelected"
"","381","Навигация по разделам главной страницы Переход по ссылке: ""Geolocation"" → ожидаемый endpoint: ""/geolocation""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","0","Навигация по разделам страницы 'Disappearing Elements'","","2026-07-09","skipped","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToTheGalleryPageByLinkFromDisappearingElementsPage"
"","4975","Пользователь может авторизоваться через 'Basic Auth' с валидной учетной записью","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanPassBasicAuthWith"
"","224","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dropdown List'","tests.DropDownTests","dropdownPageShouldBeValid"
"","1439","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","disappearingElementsPageShouldBeValid"
"","516","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Content"" → ожидаемый endpoint: ""/dynamic_content""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного файла. Т.к. у валидного изображения 'naturalWidth' и 'naturalHeight' будут соответствовать исходным параметрам файла.","1395","Изображение отображается на странице и валидно. Файл img/avatar-blank.jpg.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsNonBroken"
"","298","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dynamic Content'","tests.DynamicContentTests","dynamicContentPageShouldBeValid"
"","384","Навигация по разделам главной страницы Переход по ссылке: ""Key Presses"" → ожидаемый endpoint: ""/key_presses""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","488","Навигация по разделам главной страницы Переход по ссылке: ""Floating Menu"" → ожидаемый endpoint: ""/floating_menu""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Обходим ошибку с цикличным редиректом (ERR_TOO_MANY_RETRIES) при CDP. Сразу переходим по ссылке со встроенными данными учетной записи (embedded credentials).","0","Пользователь не будет авторизован через 'Basic Auth' с некорректной учетной записью","","2026-07-09","skipped","2026-07-09","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanPassBasicAuthByEmbeddedCredentialsUrl"
"В данном тесте используется стандартный для Selenide.actions метод clickAndHold.Проверка факта перестановки элементов осуществляется по тексту родительского элемента id=columns. Проверки работают с учётом изменения текста column-элементов на любой другой.Реализовано подробное описание порядка действия в Sub-Steps.В самом тесте дублирование шагов необходимо для демонстрации стабильности теста.","2575","Меняем порядок элементов перетаскиванием","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Drag and Drop'","tests.DragAndDropTests","columnsCanBeDraggedAndDropped"
"","370","Навигация по разделам главной страницы Переход по ссылке: ""Multiple Windows"" → ожидаемый endpoint: ""/windows""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","226","Пользователь может посмотреть варианты A/B. Раздел //abtest открыт и содержит заголовок No A/B Test.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageCanBeDirectlyOpened"
"","413","Навигация по разделам главной страницы Переход по ссылке: ""Inputs"" → ожидаемый endpoint: ""/inputs""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","7969","Чек-бокс может быть добавлен на страницу после удаления и без перезагрузки страницы","","2026-07-09","failed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeAddedAfterRemoving"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","347","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Portfolio"" → ожидаем endpoint: ""/portfolio/"" → и заголовок: ""Not Found""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","0","Пользователь может удалять чек-бокс и включать ввод текста в поле","","2026-07-09","skipped","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","userCanRemoveCheckboxAndEnableTextField"
"","386","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Loading"" → ожидаемый endpoint: ""/dynamic_loading""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","433","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Controls"" → ожидаемый endpoint: ""/dynamic_controls""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","379","Навигация по разделам главной страницы Переход по ссылке: ""Drag and Drop"" → ожидаемый endpoint: ""/drag_and_drop""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","411","Навигация по разделам главной страницы Переход по ссылке: ""File Download"" → ожидаемый endpoint: ""/download""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","379","Навигация по разделам главной страницы Переход по ссылке: ""Slow Resources"" → ожидаемый endpoint: ""/slow""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверки страницы 'Dynamic Content' ориентируются на изменение текста, а не изображений. Изображение при обновлении страницы может как измениться, так и остаться прежним. Поэтому при каждой проверке проверяется только отображение картинки у тестируемого row элемента.","431","Проверка динамической смены всех элементов страницы по умолчанию","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dynamic Content'","tests.DynamicContentTests","allPageElementShouldBeUpdatedWithoutStaticContentParameter"
"В тесте изменяется состояние только указанного в параметрах чек-боксах","295","Проверка изменения состояния чек-бокса. Меняем checkbox 1.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesCanBeFoundByNameAndChecked"
"","1565","На странице 'Challenging DOM' все элементы загружены и отображаются","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Challenging DOM'","tests.ChallengingDomTests","challengingPageLoadedAndValid"
"","375","Навигация по разделам главной страницы Переход по ссылке: ""Entry Ad"" → ожидаемый endpoint: ""/entry_ad""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","396","Навигация по разделам главной страницы Переход по ссылке: ""Hovers"" → ожидаемый endpoint: ""/hovers""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","378","Навигация по разделам главной страницы Переход по ссылке: ""Checkboxes"" → ожидаемый endpoint: ""/checkboxes""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","316","Проверка элементов страницы Dynamic Controls","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","dynamicControlsPageShouldBeValid"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","413","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Home"" → ожидаем endpoint: ""/"" → и заголовок: ""Welcome to the-internet""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","492","Навигация по разделам главной страницы Переход по ссылке: ""Large & Deep DOM"" → ожидаемый endpoint: ""/large""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","470","Навигация по разделам главной страницы Переход по ссылке: ""Form Authentication"" → ожидаемый endpoint: ""/login""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","435","Навигация по разделам главной страницы Переход по ссылке: ""Shadow DOM"" → ожидаемый endpoint: ""/shadowdom""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","512","Навигация по разделам главной страницы Переход по ссылке: ""Sortable Data Tables"" → ожидаемый endpoint: ""/tables""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","376","Навигация по разделам главной страницы Переход по ссылке: ""Frames"" → ожидаемый endpoint: ""/frames""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
