"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","451","Навигация по разделам главной страницы Переход по ссылке: ""Broken Images"" → ожидаемый endpoint: ""/broken_images""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","4698","Чек-бокс может быть удален со страницы","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeRemoved"
"","396","Страница Add/Remove Elements содержит кнопку и корректный заголовок","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Add/Remove Elements'","tests.AddRemoveElementsTests","pageShouldHaveCorrectStructure"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","382","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Home"" → ожидаем endpoint: ""/"" → и заголовок: ""Welcome to the-internet""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","347","Навигация по разделам главной страницы Переход по ссылке: ""Hovers"" → ожидаемый endpoint: ""/hovers""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","332","Навигация по разделам главной страницы Переход по ссылке: ""Context Menu"" → ожидаемый endpoint: ""/context_menu""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","383","Навигация по разделам главной страницы Переход по ссылке: ""Horizontal Slider"" → ожидаемый endpoint: ""/horizontal_slider""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверки страницы 'Dynamic Content' ориентируются на изменение текста, а не изображений. Изображение при обновлении страницы может как измениться, так и остаться прежним. Поэтому при каждой проверке проверяется только отображение картинки у тестируемого row элемента.","617","Проверка динамической смены только одного элемента страницы при установке флага 'with_content = static'","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dynamic Content'","tests.DynamicContentTests","onlyOnePageElementShouldBeUpdatedWithStaticContentParameter"
"","0","Пользователь может посмотреть варианты A/B.","","2026-07-09","skipped","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","someFunVariationOfABTestsCanBeDirectlyOpened"
"","2681","Пользователь не будет авторизован через 'Digest Auth' с некорректной учетной записью","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Digest Auth'","tests.DigestAuthorizationTests","userCanNotPassDigestAuthWithWrongCredentials"
"","346","Навигация по разделам главной страницы Переход по ссылке: ""Typos"" → ожидаемый endpoint: ""/typos""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","325","Навигация по разделам главной страницы Переход по ссылке: ""JavaScript onload event error"" → ожидаемый endpoint: ""/javascript_error""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","328","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""About"" → ожидаем endpoint: ""/about/"" → и заголовок: ""Not Found""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","1881","Пользователь может авторизоваться через 'Basic Auth' с валидной учетной записью","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanPassBasicAuthWith"
"Каждое нажатие клавиши страницы меняет текст самой клавиши и Canvas. Случайный текст проверять не имеет
смысла, поэтому проверяется Canvas. Текст Canvas определяем из текста элемента <script> .. </script>
страницы.
","796","Проверяем что нажатие клавиш меняет значение Canvas.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Challenging DOM'","tests.ChallengingDomTests","clickOnPageButtonsUpdatingCanvas"
"","345","Навигация по разделам главной страницы Переход по ссылке: ""Add/Remove Elements"" → ожидаемый endpoint: ""/add_remove_elements/""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"В тесте изменяется состояние сразу всех чек-боксов на странице","397","Проверка на изменение состояния всех чек-боксов на странице","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkAllCheckboxesStateCanBeChanged"
"","345","Навигация по разделам главной страницы Переход по ссылке: ""Frames"" → ожидаемый endpoint: ""/frames""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","344","Навигация по разделам главной страницы Переход по ссылке: ""JavaScript Alerts"" → ожидаемый endpoint: ""/javascript_alerts""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","343","Навигация по разделам главной страницы Переход по ссылке: ""Entry Ad"" → ожидаемый endpoint: ""/entry_ad""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1492","Проверка статичного отображения текста и заголовка страницы без сброса cookies","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageDisplayedStaticControlVersionWithoutClearingCookies"
"","330","Навигация по разделам главной страницы Переход по ссылке: ""Drag and Drop"" → ожидаемый endpoint: ""/drag_and_drop""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","230","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dropdown List'","tests.DropDownTests","dropdownPageShouldBeValid"
"","452","Навигация по разделам главной страницы Переход по ссылке: ""Floating Menu"" → ожидаемый endpoint: ""/floating_menu""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1617","Пользователь может добавлять элементы на страницу нажатием кнопки 'Add Element'","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Add/Remove Elements'","tests.AddRemoveElementsTests","userCanAddElementByClickOnAddElementsButton"
"","388","Навигация по разделам главной страницы Переход по ссылке: ""Shadow DOM"" → ожидаемый endpoint: ""/shadowdom""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Пользователь может перейти по ссылке ""WYSIWYG Editor""","","2026-07-09","skipped","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnWYSIWYGEditorElementsLink"
"","358","Навигация по разделам главной страницы Переход по ссылке: ""File Download"" → ожидаемый endpoint: ""/download""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного изображения. Т.к. у сломанного изображения 'naturalWidth' и 'naturalHeight' будут 0.","267","Изображение сломано (broken), но отображается на странице. Файл hjkl.jpg.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsBroken"
"","357","Вызов контекстного меню и проверка уведомления","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Context Menu'","tests.ContextMenuTests","contextMenuCanBeCalledByArrowClick"
"","0","Чек-бокс может быть добавлен на страницу после удаления и без перезагрузки страницы","","2026-07-09","skipped","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeAddedAfterRemoving"
"","465","Навигация по разделам главной страницы Переход по ссылке: ""Dropdown"" → ожидаемый endpoint: ""/dropdown""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1621","Навигация по разделам главной страницы Переход по ссылке: ""A/B Testing"" → ожидаемый endpoint: ""/abtest""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","3528","Текстовое поле может быть включено по кнопке","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","inputFieldCanBeEnabled"
" Тест задумывался как более быстрая альтернатива основному тесту покрывающему бизнес проверки The-internet-herokuapp.com.
 Реализация теста включала:
     1. Проверка разделов только по названию на главной странице (без навигации внутрь).
     2. Проверка UI-состояния ссылок (visible, enabled, clickable) вместо перехода по URL и проверки эндпоинтов.
 Результат: Экономия в 20 секунд не релевантна отностительно проверок основного теста. 
 ","0","Навигация по разделам главной страницы","","2026-07-09","skipped","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","allExamplesLinkOnHomePageIsEnabledAndVisibles"
"","353","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Loading"" → ожидаемый endpoint: ""/dynamic_loading""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Текстовое поле может быть включено после выключения","","2026-07-09","skipped","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","inputFieldCanBeDisabledAgain"
"","396","Навигация по разделам главной страницы Переход по ссылке: ""Infinite Scroll"" → ожидаемый endpoint: ""/infinite_scroll""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","532","Навигация по разделам главной страницы Переход по ссылке: ""Nested Frames"" → ожидаемый endpoint: ""/nested_frames""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","418","Навигация по разделам главной страницы Переход по ссылке: ""Form Authentication"" → ожидаемый endpoint: ""/login""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","298","Проверка элементов страницы Dynamic Controls","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","dynamicControlsPageShouldBeValid"
"","379","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Drag and Drop'","tests.DragAndDropTests","dragAndDropPageShouldBeValid"
"","882","Проверяем что таблица не пустая и полностью заполнена.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Challenging DOM'","tests.ChallengingDomTests","tableElementsContainsData"
"","403","Навигация по разделам главной страницы Переход по ссылке: ""Notification Messages"" → ожидаемый endpoint: ""/notification_message""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","326","Навигация по разделам главной страницы Переход по ссылке: ""Digest Authentication"" → ожидаемый endpoint: ""/digest_auth""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Используем embedded credentials в basic auth так как невалидные учетные данные не кэшируются браузером при неудачной попытке (только в свежих версиях).","0","Пользователь увидит ошибку авторизации если закроет окно 'Basic auth'","","2026-07-09","skipped","2026-07-09","","Проверки раздела 'Basic Auth'","tests.BasicAuthorizationTests","userCanNotPassBasicAuthWithWrongCredentials"
"","464","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Content"" → ожидаемый endpoint: ""/dynamic_content""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","337","Навигация по разделам главной страницы Переход по ссылке: ""Multiple Windows"" → ожидаемый endpoint: ""/windows""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"В данном тесте используется стандартный для Selenide.actions метод clickAndHold.Проверка факта перестановки элементов осуществляется по тексту родительского элемента id=columns. Проверки работают с учётом изменения текста column-элементов на любой другой.Реализовано подробное описание порядка действия в Sub-Steps.В самом тесте дублирование шагов необходимо для демонстрации стабильности теста.","2496","Меняем порядок элементов перетаскиванием","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Drag and Drop'","tests.DragAndDropTests","columnsCanBeDraggedAndDropped"
"","226","Пользователь может посмотреть варианты A/B. Раздел /abtest_manual открыт и содержит заголовок A/B Test Manual.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageCanBeDirectlyOpened"
"","608","Проверка динамического отображения вариантов страницы со сбросом cookies","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsBothVariantsAreAvailableWhenClearingCookies"
"","916","Пользователь может авторизоваться через 'Digest Auth' с валидной учетной записью","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Digest Auth'","tests.DigestAuthorizationTests","userCanPassDigestAuth"
"","180","Пользователь может посмотреть варианты A/B. Раздел //abtest открыт и содержит заголовок No A/B Test.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageCanBeDirectlyOpened"
"В тесте изменяется состояние только указанного в параметрах чек-боксах","248","Проверка изменения состояния чек-бокса. Меняем checkbox 2.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesCanBeFoundByNameAndChecked"
"","414","Навигация по разделам главной страницы Переход по ссылке: ""Shifting Content"" → ожидаемый endpoint: ""/shifting_content""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","346","Валидация элементов страницы Broken images","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","brokenImagePageValidAndContainsImages"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","333","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Contact Us"" → ожидаем endpoint: ""/contact-us/"" → и заголовок: ""Not Found""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"","782","Пользователь может добавлять и удалять элементы со страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Add/Remove Elements'","tests.AddRemoveElementsTests","userCanDeleteAddedElementsByClickOnDeleteButton"
"","348","Навигация по разделам главной страницы Переход по ссылке: ""Geolocation"" → ожидаемый endpoint: ""/geolocation""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверка навигации на страницы осуществляется по URL и заголовку. На каждой странице есть заголовок 1-ого уровня, который содержит текст 'Not found' (особенности ресурса). Единственно работающий раздел -> HOME. Он осуществляет редирект на главную страницу 'The Internet Hero Ku App'.","331","Навигация по разделам страницы 'Disappearing Elements' Переход по ссылке: ""Portfolio"" → ожидаем endpoint: ""/portfolio/"" → и заголовок: ""Not Found""","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Disappearing Elements'","tests.DisappearingElementsTests","userCanNavigateToThePageByLinkFromDisappearingElementsPage"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного изображения. Т.к. у сломанного изображения 'naturalWidth' и 'naturalHeight' будут 0.","274","Изображение сломано (broken), но отображается на странице. Файл asdf.jpg.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsBroken"
"","477","Навигация по разделам главной страницы Переход по ссылке: ""Sortable Data Tables"" → ожидаемый endpoint: ""/tables""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","399","Навигация по разделам главной страницы Переход по ссылке: ""Dynamic Controls"" → ожидаемый endpoint: ""/dynamic_controls""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1419","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Context Menu'","tests.ContextMenuTests","contextMenuPageShouldBeValid"
"","355","Навигация по разделам главной страницы Переход по ссылке: ""Status Codes"" → ожидаемый endpoint: ""/status_codes""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","381","Навигация по разделам главной страницы Переход по ссылке: ""Exit Intent"" → ожидаемый endpoint: ""/exit_intent""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1509","На странице 'Challenging DOM' все элементы загружены и отображаются","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Challenging DOM'","tests.ChallengingDomTests","challengingPageLoadedAndValid"
"","344","Навигация по разделам главной страницы Переход по ссылке: ""Basic Auth"" → ожидаемый endpoint: ""/basic_auth""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","459","Навигация по разделам главной страницы Переход по ссылке: ""Large & Deep DOM"" → ожидаемый endpoint: ""/large""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","265","Можно проставлять значения в поле чек-бокса (выбрать/снять выделение)","","2026-07-09","passed","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","checkboxCanBeSelected"
"","345","Навигация по разделам главной страницы Переход по ссылке: ""Redirect Link"" → ожидаемый endpoint: ""/redirector""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"Проверки страницы 'Dynamic Content' ориентируются на изменение текста, а не изображений. Изображение при обновлении страницы может как измениться, так и остаться прежним. Поэтому при каждой проверке проверяется только отображение картинки у тестируемого row элемента.","445","Проверка динамической смены всех элементов страницы по умолчанию","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dynamic Content'","tests.DynamicContentTests","allPageElementShouldBeUpdatedWithoutStaticContentParameter"
"В тесте изменяется состояние только указанного в параметрах чек-боксах","249","Проверка изменения состояния чек-бокса. Меняем checkbox 1.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesCanBeFoundByNameAndChecked"
"","1356","Проверка элементов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Checkboxes'","tests.CheckboxesTests","checkboxesPageShouldBeValid"
"","354","Навигация по разделам главной страницы Переход по ссылке: ""Secure File Download"" → ожидаемый endpoint: ""/download_secure""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","7298","Текущая страница является одним из допустимых А/В вариантов страницы","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","pageShouldBeValidABVariant"
"Проверка 'валидности' изображения осуществляется по параметрам (properties) ширины и высоты исходного файла. Т.к. у валидного изображения 'naturalWidth' и 'naturalHeight' будут соответствовать исходным параметрам файла.","1491","Изображение отображается на странице и валидно. Файл img/avatar-blank.jpg.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Broken images'","tests.BrokenImagesTests","pageImagesFromValuesIsNonBroken"
"","367","Навигация по разделам главной страницы Переход по ссылке: ""Challenging DOM"" → ожидаемый endpoint: ""/challenging_dom""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","331","Навигация по разделам главной страницы Переход по ссылке: ""Checkboxes"" → ожидаемый endpoint: ""/checkboxes""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","1882","Проверка выбора элементов выпадающего меню","","2026-07-09","passed","2026-07-09","","Проверки раздела 'Dropdown List'","tests.DropDownTests","selectDropdownOptionsAndVerifySelected"
"","521","Навигация по разделам главной страницы Переход по ссылке: ""JQuery UI Menus"" → ожидаемый endpoint: ""/jqueryui/menu""","","2026-07-09","passed","2026-07-09","","Проверки главной страницы 'The-Internet'","tests.HomePageTests","userCanClickOnLinkFromLinksList"
"","0","Пользователь может удалять чек-бокс и включать ввод текста в поле","","2026-07-09","skipped","2026-07-09","","Проверки страницы 'Dynamic Controls'","tests.DynamicControlsTests","userCanRemoveCheckboxAndEnableTextField"
"","266","Пользователь может посмотреть варианты A/B. Раздел /abtest_cookies открыт и содержит заголовок A/B Test Cookies.","","2026-07-09","passed","2026-07-09","","Проверки раздела 'A/B Testing'","tests.ABTestingTests","abTestsPageCanBeDirectlyOpened"
